.
dualipa,robbie,ibra,ScopriCarte,ProfiloVirale,ronaldo,ferragni,djokovic,williams,obama,pacino,arianagrande,

bot12,0,deniro,messi,smith,

bot13,0,curry,musk,james,

bot14,0,cruise,ProdottoDifettoso,leodicaprio,

